name,strength,form,route,generic,type,rxcui,schedule
Enalapril (Oral Pill),5 mg,Oral Tablet,Oral Pill,enalapril maleate 5 MG Oral Tablet,prescription,858813,0
Enasidenib (Oral Pill),100 mg,Oral Tablet,Oral Pill,enasidenib 100 MG Oral Tablet,prescription,1940370,0
Enasidenib (Oral Pill),50 mg,Oral Tablet,Oral Pill,enasidenib 50 MG Oral Tablet,prescription,1940374,0
Encorafenib (Oral Pill),50 mg,Oral Capsule,Oral Pill,encorafenib 50 MG Oral Capsule,prescription,2049111,0
Encorafenib (Oral Pill),75 mg,Oral Capsule,Oral Pill,encorafenib 75 MG Oral Capsule,prescription,2049119,0
Enflurane (Inhalant),1 g/ml,Inhalation Solution,Inhalant,enflurane 99.9 % Inhalation Solution,prescription,1549678,0
Enfortumab (Injectable),20 mg,Injection,Injectable,enfortumab vedotin-ejfv 20 MG Injection,prescription,2268311,0
Enfortumab (Injectable),30 mg,Injection,Injectable,enfortumab vedotin-ejfv 30 MG Injection,prescription,2268317,0
Enfuvirtide (Injectable),90 mg,Injection,Injectable,enfuvirtide 90 MG Injection,prescription,401981,0
English plantain pollen extract (Injectable),100 mg/ml,Injectable Solution,Injectable,English plantain pollen extract 100 MG/mL Injectable Solution,prescription,898329,
English plantain pollen extract (Injectable),"20,000 unt/ml",Injectable Solution,Injectable,"English plantain pollen extract 20,000 UNT/mL Injectable Solution",prescription,898337,0
English plantain pollen extract (Injectable),"40,000 unt/ml",Injectable Solution,Injectable,"English plantain pollen extract 40,000 UNT/mL Injectable Solution",prescription,898339,
English plantain pollen extract (Injectable),50 mg/ml,Injectable Solution,Injectable,English plantain pollen extract 50 MG/mL Injectable Solution,prescription,852745,
English walnut pollen extract (Injectable),100 mg/ml,Injectable Solution,Injectable,English walnut pollen extract 100 MG/ML Injectable Solution,prescription,1013891,
English walnut pollen extract (Injectable),"20,000 unt/ml",Injectable Solution,Injectable,English walnut pollen extract 20000 UNT/ML Injectable Solution,prescription,1013902,
English walnut pollen extract (Injectable),"40,000 unt/ml",Injectable Solution,Injectable,English walnut pollen extract 40000 UNT/ML Injectable Solution,prescription,1013904,
English walnut pollen extract (Injectable),50 mg/ml,Injectable Solution,Injectable,English walnut pollen extract 50 MG/mL Injectable Solution,prescription,852580,
Enoxaparin (Injectable),100 mg/ml,Injectable Solution,Injectable,enoxaparin sodium 100 MG/ML Injectable Solution,prescription,854255,0
Ensifentrine (Inhalant),1.2 mg/ml,Inhalation Suspension,Inhalant,ensifentrine 3 MG in 2.5 ML Inhalation Suspension,prescription,2687221,0
Entacapone (Oral Pill),200 mg,Oral Tablet,Oral Pill,entacapone 200 MG Oral Tablet,prescription,317094,0
Entecavir (Oral Liquid),0.25 mg/5ml,Oral Solution,Oral Liquid,entecavir 0.05 MG in 1 mL Oral Solution,prescription,485536,0
Entecavir (Oral Pill),0.5 mg,Oral Tablet,Oral Pill,entecavir 0.5 MG Oral Tablet,prescription,485434,0
Entecavir (Oral Pill),1 mg,Oral Tablet,Oral Pill,entecavir 1 MG Oral Tablet,prescription,485436,0
Entrectinib (Oral Pill),100 mg,Oral Capsule,Oral Pill,entrectinib 100 MG Oral Capsule,prescription,2197867,0
Entrectinib (Oral Pill),200 mg,Oral Capsule,Oral Pill,entrectinib 200 MG Oral Capsule,prescription,2197875,0
Entrectinib (Oral Pellet),50 mg,Oral Pellet,Oral Pellet,entrectinib 50 MG Oral Pellet,prescription,2668595,0
Enzalutamide (Oral Pill),40 mg,Oral Capsule,Oral Pill,enzalutamide 40 MG Oral Capsule,prescription,1307303,0
Enzalutamide (Oral Pill),40 mg,Oral Tablet,Oral Pill,enzalutamide 40 MG Oral Tablet,prescription,2390644,0
Enzalutamide (Oral Pill),80 mg,Oral Tablet,Oral Pill,enzalutamide 80 MG Oral Tablet,prescription,2390648,0
ePHEDrine/guaiFENesin (Oral Pill),12.5-200 mg,Oral Tablet,Oral Pill,ePHEDrine HCl 12.5 MG / guaiFENesin 200 MG Oral Tablet,prescription,1115991,0
ePHEDrine (Oral Pill),12.5 mg,Oral Tablet,Oral Pill,ePHEDrine HCl 12.5 MG Oral Tablet,prescription,2534871,0
ePHEDrine/guaiFENesin (Oral Pill),25-400 mg,Oral Tablet,Oral Pill,ePHEDrine sulfate 25 MG / guaiFENesin 400 MG Oral Tablet,prescription,1116146,0
ePHEDrine (Oral Pill),25 mg,Oral Tablet,Oral Pill,ePHEDrine sulfate 25 MG Oral Tablet,prescription,1116194,0
Epinastine (Ophthalmic),0.05%,Ophthalmic Solution,Ophthalmic,epinastine HCl 0.05 % Ophthalmic Solution,prescription,860654,0
EPINEPHrine/Lidocaine (Injectable),0.005-5 mg/ml,Injectable Solution,Injectable,"lidocaine HCl 0.5 % / EPINEPHrine 1:200,000 Injectable Solution",prescription,1010745,0
EPINEPHrine/Lidocaine (Injectable),0.01-10 mg/ml,Injectable Solution,Injectable,"lidocaine HCl 1 % / EPINEPHrine 1:100,000 Injectable Solution",prescription,1010751,0
EPINEPHrine/Lidocaine (Injectable),0.01-20 mg/ml,Injectable Solution,Injectable,"lidocaine HCl 2 % / EPINEPHrine 1:100,000 Injectable Solution",prescription,1010759,0
EPINEPHrine (Injectable),1 mg/ml,Injectable Solution,Injectable,EPINEPHrine 1 MG/ML (1:1000) Injectable Solution,prescription,310132,0
EPINEPHrine (Nasal),0.1%,Nasal Solution,Nasal,EPINEPHrine HCl 1:1000 (0.1 % ) Nasal Solution,prescription,313967,0
EPINEPHrine (Nasal),2%,Nasal Spray,Nasal,EPINEPHrine 2 MG in 0.1 ML Nasal Spray,prescription,2693442,0
Eplerenone (Oral Pill),25 mg,Oral Tablet,Oral Pill,eplerenone 25 MG Oral Tablet,prescription,351256,0
Eplerenone (Oral Pill),50 mg,Oral Tablet,Oral Pill,eplerenone 50 MG Oral Tablet,prescription,351257,0
Epoetin alfa (Injectable),"10,000 unt/ml",Injectable Solution,Injectable,"epoetin alfa 10,000 UNT/ML Injectable Solution",prescription,240000,0
Epoetin alfa (Injectable),"20,000 unt/ml",Injectable Solution,Injectable,"epoetin alfa 20,000 UNT/ML Injectable Solution",prescription,241999,0
Epoetin alfa (Injectable),"10,000 unt/ml",Injectable Solution,Injectable,"epoetin alfa-epbx 10,000 UNT/ML Injectable Solution",prescription,2463731,0
Epoetin alfa (Injectable),"20,000 unt/ml",Injectable Solution,Injectable,"epoetin alfa-epbx 20,000 UNT/ML Injectable Solution",prescription,2463735,0
Epoprostenol (Injectable),0.5 mg,Injection,Injectable,epoprostenol 0.5 MG Injection,prescription,562501,0
Epoprostenol (Injectable),1.5 mg,Injection,Injectable,epoprostenol 1.5 MG Injection,prescription,562502,0
Eprosartan/hydroCHLOROthiazide (Oral Pill),600-12.5 mg,Oral Tablet,Oral Pill,eprosartan 600 MG / hydroCHLOROthiazide 12.5 MG Oral Tablet,prescription,351292,0
Eprosartan/hydroCHLOROthiazide (Oral Pill),600-25 mg,Oral Tablet,Oral Pill,eprosartan 600 MG / hydroCHLOROthiazide 25 MG Oral Tablet,prescription,351293,0
Eprosartan (Oral Pill),600 mg,Oral Tablet,Oral Pill,eprosartan mesylate 600 MG Oral Tablet,prescription,310140,0
Factor VIIa (Injectable),0.001 mg,Injection,Injectable,coagulation factor VIIa (recombinant) 1 MCG Injection,prescription,798102,0
Eravacycline (Injectable),100 mg,Injection,Injectable,eravacycline 100 MG Injection,prescription,2374556,0
Eravacycline (Injectable),50 mg,Injection,Injectable,eravacycline 50 MG Injection,prescription,2055911,0
Erdafitinib (Oral Pill),3 mg,Oral Tablet,Oral Pill,erdafitinib 3 MG Oral Tablet,prescription,2123131,0
Erdafitinib (Oral Pill),4 mg,Oral Tablet,Oral Pill,erdafitinib 4 MG Oral Tablet,prescription,2123139,0
Erdafitinib (Oral Pill),5 mg,Oral Tablet,Oral Pill,erdafitinib 5 MG Oral Tablet,prescription,2123143,0
Ergocalciferol (Oral Pill),0.01 mg,Oral Tablet,Oral Pill,ergocalciferol 10 MCG (400 UNT) Oral Tablet,prescription,199832,0
Ergocalciferol (Oral Pill),0.05 mg,Oral Capsule,Oral Pill,ergocalciferol 50 MCG (2000 UNT) Oral Capsule,prescription,2044659,0
Ergocalciferol (Oral Pill),0.05 mg,Oral Tablet,Oral Pill,ergocalciferol 50 MCG (2000 UNT) Oral Tablet,prescription,1233664,
Ergocalciferol (Oral Pill),0.0625 mg,Oral Capsule,Oral Pill,ergocalciferol 62.5 MCG (2500 UNT) Oral Capsule,prescription,1941742,
Ergocalciferol (Oral Liquid),0.2 mg/ml,Oral Solution,Oral Liquid,ergocalciferol 200 MCG (8000 UNT) in 1 mL Oral Solution,prescription,237723,0
Ergocalciferol (Oral Pill),1.25 mg,Oral Capsule,Oral Pill,"ergocalciferol 1.25 MG (50,000 UNT) Oral Capsule",prescription,1367410,0
Ergocalciferol/Vitamin A (Oral Pill),"135-1,250 unt",Oral Capsule,Oral Pill,vitamin A 1250 UNT / ergocalciferol 135 UNT Oral Capsule,prescription,259870,
Ergocalciferol/Vitamin A (Oral Pill),"400-10,000 unt",Oral Tablet,Oral Pill,"vitamin A palmitate 10,000 UNT / ergocalciferol 400 UNT Oral Tablet",prescription,991456,
"Ergoloid mesylates, USP (Oral Pill)",1 mg,Oral Tablet,Oral Pill,ergoloid mesylates 1 MG Oral Tablet,prescription,318179,0
Ergotamine (Sublingual),2 mg,Sublingual Tablet,Sublingual,ergotamine tartrate 2 MG Sublingual Tablet,prescription,1293862,0
Erlotinib (Oral Pill),100 mg,Oral Tablet,Oral Pill,erlotinib 100 MG Oral Tablet,prescription,603203,0
Erlotinib (Oral Pill),150 mg,Oral Tablet,Oral Pill,erlotinib 150 MG Oral Tablet,prescription,603206,0
Erlotinib (Oral Pill),25 mg,Oral Tablet,Oral Pill,erlotinib 25 MG Oral Tablet,prescription,603208,0
Ertapenem (Injectable),1 g,Injection,Injectable,ertapenem sodium 1 GM Injection,prescription,1734683,0
Ertugliflozin/SITagliptin (Oral Pill),15-100 mg,Oral Tablet,Oral Pill,ertugliflozin 15 MG / SITagliptin 100 MG Oral Tablet,prescription,1992826,0
Ertugliflozin (Oral Pill),15 mg,Oral Tablet,Oral Pill,ertugliflozin 15 MG Oral Tablet,prescription,1992819,0
Ertugliflozin/metFORMIN (Oral Pill),"2.5-1,000 mg",Oral Tablet,Oral Pill,ertugliflozin 2.5 MG / metFORMIN hydrochloride 1000 MG Oral Tablet,prescription,1992685,0
Ertugliflozin/metFORMIN (Oral Pill),2.5-500 mg,Oral Tablet,Oral Pill,ertugliflozin 2.5 MG / metFORMIN hydrochloride 500 MG Oral Tablet,prescription,1992693,0
Ertugliflozin/SITagliptin (Oral Pill),5-100 mg,Oral Tablet,Oral Pill,ertugliflozin 5 MG / SITagliptin 100 MG Oral Tablet,prescription,1992835,0
Ertugliflozin (Oral Pill),5 mg,Oral Tablet,Oral Pill,ertugliflozin 5 MG Oral Tablet,prescription,1992810,0
Ertugliflozin/metFORMIN (Oral Pill),"7.5-1,000 mg",Oral Tablet,Oral Pill,ertugliflozin 7.5 MG / metFORMIN hydrochloride 1000 MG Oral Tablet,prescription,1992698,0
Ertugliflozin/metFORMIN (Oral Pill),7.5-500 mg,Oral Tablet,Oral Pill,ertugliflozin 7.5 MG / metFORMIN hydrochloride 500 MG Oral Tablet,prescription,1992701,0
Erythromycin (Ophthalmic),0.5%,Ophthalmic Ointment,Ophthalmic,erythromycin 0.5 % (5 MG/GM) Ophthalmic Ointment,prescription,310149,0
Erythromycin (Topical),2%,Topical Gel,Topical,erythromycin 2 % Topical Gel,prescription,310152,0
Erythromycin (Topical),4%,Topical Gel,Topical,erythromycin 4 % Topical Gel,prescription,250697,
Erythromycin (Topical),2%,Medicated Pad,Topical,erythromycin 2 % Medicated Pad,prescription,797452,0
Erythromycin (Topical),2%,Topical Solution,Topical,erythromycin 2 % Topical Solution,prescription,318202,0
Erythromycin (Oral Pill),250 mg,Delayed Release Oral Capsule,Oral Pill,erythromycin 250 MG Delayed Release Oral Capsule,prescription,310154,0
Erythromycin (Oral Pill),250 mg,Delayed Release Oral Tablet,Oral Pill,erythromycin 250 MG Delayed Release Oral Tablet,prescription,310155,0
Erythromycin (Oral Pill),250 mg,Oral Tablet,Oral Pill,erythromycin 250 MG Oral Tablet,prescription,598006,0
Erythromycin (Oral Pill),333 mg,Delayed Release Oral Tablet,Oral Pill,erythromycin 333 MG Delayed Release Oral Tablet,prescription,315090,0
Erythromycin (Oral Pill),500 mg,Delayed Release Oral Tablet,Oral Pill,erythromycin 500 MG Delayed Release Oral Tablet,prescription,310157,0
Erythromycin (Oral Pill),500 mg,Oral Tablet,Oral Pill,erythromycin 500 MG Oral Tablet,prescription,197650,0
Erythromycin ethylsuccinate (Oral Liquid),200 mg/5ml,Oral Suspension,Oral Liquid,erythromycin ethylsuccinate 200 MG in 5 mL Oral Suspension,prescription,686400,0
Erythromycin ethylsuccinate (Oral Pill),400 mg,Oral Tablet,Oral Pill,erythromycin ethylsuccinate 400 MG Oral Tablet,prescription,686405,0
Erythromycin ethylsuccinate (Oral Liquid),400 mg/5ml,Oral Suspension,Oral Liquid,erythromycin ethylsuccinate 400 MG in 5 mL Oral Suspension,prescription,686418,0
Erythromycin lactobionate (Injectable),500 mg,Injection,Injectable,erythromycin lactobionate 500 MG Injection,prescription,1668264,0
Erythromycin stearate (Oral Pill),250 mg,Oral Tablet,Oral Pill,erythromycin stearate 250 MG Oral Tablet,prescription,686355,0
Erythromycin stearate (Oral Pill),500 mg,Oral Tablet,Oral Pill,erythromycin stearate 500 MG Oral Tablet,prescription,686406,0
Escitalopram (Oral Liquid),5 mg/5ml,Oral Solution,Oral Liquid,escitalopram 5 MG in 5 mL Oral Solution,prescription,351285,0
Escitalopram (Oral Pill),10 mg,Oral Tablet,Oral Pill,escitalopram oxalate 10 MG Oral Tablet,prescription,349332,0
Escitalopram (Oral Pill),20 mg,Oral Tablet,Oral Pill,escitalopram oxalate 20 MG Oral Tablet,prescription,351250,0
Escitalopram (Oral Pill),5 mg,Oral Tablet,Oral Pill,escitalopram oxalate 5 MG Oral Tablet,prescription,351249,0
Esketamine (Nasal),14%,Nasal Spray,Nasal,esketamine 140 MG/mL Nasal Spray,prescription,2119381,
Eslicarbazepine (Oral Pill),200 mg,Oral Tablet,Oral Pill,eslicarbazepine acetate 200 MG Oral Tablet,prescription,1482507,0
Eslicarbazepine (Oral Pill),400 mg,Oral Tablet,Oral Pill,eslicarbazepine acetate 400 MG Oral Tablet,prescription,1482515,0
Eslicarbazepine (Oral Pill),600 mg,Oral Tablet,Oral Pill,eslicarbazepine acetate 600 MG Oral Tablet,prescription,1482521,0
Eslicarbazepine (Oral Pill),800 mg,Oral Tablet,Oral Pill,eslicarbazepine acetate 800 MG Oral Tablet,prescription,1482525,0
Esomeprazole (Oral Suspension Granules),10 mg,Granules for Oral Suspension,Oral Suspension Granules,esomeprazole 10 MG Granules for Delayed Release Oral Suspension,prescription,861568,0
Esomeprazole (Oral Suspension Granules),2.5 mg,Granules for Oral Suspension,Oral Suspension Granules,esomeprazole 2.5 MG Granules for Delayed Release Oral Suspension,prescription,1297658,0
Esomeprazole/Naproxen (Oral Pill),20-375 mg,Delayed Release Oral Tablet,Oral Pill,naproxen 375 MG / esomeprazole magnesium 20 MG Delayed Release Oral Tablet,prescription,994005,0
Esomeprazole/Naproxen (Oral Pill),20-500 mg,Delayed Release Oral Tablet,Oral Pill,naproxen 500 MG / esomeprazole magnesium 20 MG Delayed Release Oral Tablet,prescription,994008,0
Esomeprazole (Oral Pill),20 mg,Delayed Release Oral Capsule,Oral Pill,esomeprazole magnesium 20 MG Delayed Release Oral Capsule,prescription,606726,0
Esomeprazole (Oral Pill),20 mg,Delayed Release Oral Tablet,Oral Pill,esomeprazole magnesium 20 MG Delayed Release Oral Tablet,prescription,433733,0
Esomeprazole (Oral Suspension Granules),20 mg,Granules for Oral Suspension,Oral Suspension Granules,esomeprazole 20 MG Granules for Delayed Release Oral Suspension,prescription,692576,0
Esomeprazole (Injectable),20 mg,Injection,Injectable,esomeprazole 20 MG Injection,prescription,486499,0
Esomeprazole (Oral Pill),40 mg,Delayed Release Oral Capsule,Oral Pill,esomeprazole magnesium 40 MG Delayed Release Oral Capsule,prescription,606730,0
Esomeprazole (Oral Suspension Granules),40 mg,Granules for Oral Suspension,Oral Suspension Granules,esomeprazole 40 MG Granules for Delayed Release Oral Suspension,prescription,692578,0
Esomeprazole (Injectable),40 mg,Injection,Injectable,esomeprazole 40 MG Injection,prescription,486501,0
Esomeprazole (Oral Suspension Granules),5 mg,Granules for Oral Suspension,Oral Suspension Granules,esomeprazole 5 MG Granules for Delayed Release Oral Suspension,prescription,1297761,0
Esomeprazole (Oral Pill),24.65 mg,Delayed Release Oral Capsule,Oral Pill,esomeprazole strontium 24.65 MG Delayed Release Oral Capsule,prescription,1810789,0
Esomeprazole (Oral Pill),49.3 mg,Delayed Release Oral Capsule,Oral Pill,esomeprazole strontium 49.3 MG Delayed Release Oral Capsule,prescription,1810787,0
Estazolam (Oral Pill),1 mg,Oral Tablet,Oral Pill,estazolam 1 MG Oral Tablet,prescription,197653,4
Estazolam (Oral Pill),2 mg,Oral Tablet,Oral Pill,estazolam 2 MG Oral Tablet,prescription,197654,4
Estradiol (Topical),0.06%,Topical Gel,Topical,estradiol 0.06 % Topical Gel,prescription,226597,0
Estradiol (Vaginal),0.004 mg,Vaginal Insert,Vaginal,estradiol 4 MCG Vaginal Insert,prescription,2048917,0
Estradiol (Vaginal),0.01 mg,Vaginal Insert,Vaginal,estradiol 10 MCG Vaginal Insert,prescription,884707,0
Estradiol (Vaginal),0.01%,Vaginal Cream,Vaginal,estradiol 0.01 % Vaginal Cream,prescription,310169,0
Estradiol (Oral Pill),0.45 mg,Oral Tablet,Oral Pill,estradiol acetate 0.45 MG Oral Tablet,prescription,577027,0
Estradiol/Norethindrone (Oral Pill),0.5-0.1 mg,Oral Tablet,Oral Pill,estradiol 0.5 MG / norethindrone acetate 0.1 MG Oral Tablet,prescription,1359123,0
Estradiol/Progesterone (Oral Pill),0.5-100 mg,Oral Capsule,Oral Pill,estradiol 0.5 MG / progesterone 100 MG Oral Capsule,prescription,2632844,0
Estradiol (Oral Pill),0.5 mg,Oral Tablet,Oral Pill,estradiol 0.5 MG Oral Tablet,prescription,197657,0
Estradiol/Norethindrone/Relugolix (Oral Pill),1-0.5-40 mg,Oral Tablet,Oral Pill,estradiol 1 MG / norethindrone acetate 0.5 MG / relugolix 40 MG Oral Tablet,prescription,2556799,0
Estradiol/Norethindrone (Oral Pill),1-0.5 mg,Oral Tablet,Oral Pill,estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet,prescription,1359126,0
Estradiol/Norgestimate (Oral Pill),1-0.09 mg,Oral Tablet,Oral Pill,estradiol 1 MG / norgestimate 0.09 MG Oral Tablet,prescription,348906,
Estradiol/Progesterone (Oral Pill),1-100 mg,Oral Capsule,Oral Pill,estradiol 1 MG / progesterone 100 MG Oral Capsule,prescription,2108924,0
Estradiol (Oral Pill),1 mg,Oral Tablet,Oral Pill,estradiol 1 MG Oral Tablet,prescription,197658,0
Estradiol (Topical),1.53 mg/spray,Topical Spray,Topical,estradiol 1.53 MG/ACTUAT (1.7 % ) Topical Spray,prescription,728118,0
Estradiol (Oral Pill),1.8 mg,Oral Tablet,Oral Pill,estradiol acetate 1.8 MG Oral Tablet,prescription,577029,0
Estradiol (Oral Pill),2 mg,Oral Tablet,Oral Pill,estradiol 2 MG Oral Tablet,prescription,197659,0
Estradiol (Topical),0.25%,Topical Lotion,Topical,estradiol 0.25 % Topical Lotion,prescription,688507,0
Estradiol (Injectable),5 mg/ml,Injectable Solution,Injectable,estradiol cypionate 5 MG/ML Injectable Solution,prescription,310187,0
Estradiol (Oral Pill),1 mg,Oral Tablet,Oral Pill,estradiol valerate 1 MG Oral Tablet,prescription,978948,
Estradiol (Injectable),10 mg/ml,Injectable Solution,Injectable,estradiol valerate 10 MG/ML Injectable Solution,prescription,310189,0
Estradiol (Injectable),20 mg/ml,Injectable Solution,Injectable,estradiol valerate 20 MG/ML Injectable Solution,prescription,310190,0
Estradiol (Oral Pill),3 mg,Oral Tablet,Oral Pill,estradiol valerate 3 MG Oral Tablet,prescription,978941,
Estradiol (Injectable),40 mg/ml,Injectable Solution,Injectable,estradiol valerate 40 MG/ML Injectable Solution,prescription,310191,0
Estramustine (Oral Pill),140 mg,Oral Capsule,Oral Pill,estramustine phosphate sodium 140 MG Oral Capsule,prescription,310194,0
"Estrogens, conjugated (USP)/medroxyPROGESTERone (Oral Pill)",0.3-1.5 mg,Oral Tablet,Oral Pill,"estrogens, conjugated 0.3 MG / medroxyPROGESTERone acetate 1.5 MG Oral Tablet",prescription,1000351,0
"Estrogens, conjugated (USP) (Oral Pill)",0.3 mg,Oral Tablet,Oral Pill,"estrogens, conjugated 0.3 MG Oral Tablet",prescription,197660,0
"Estrogens, conjugated (USP)/medroxyPROGESTERone (Oral Pill)",0.45-1.5 mg,Oral Tablet,Oral Pill,"estrogens, conjugated 0.45 MG / medroxyPROGESTERone acetate 1.5 MG Oral Tablet",prescription,1000352,0
"Estrogens, conjugated (USP) (Oral Pill)",0.45 mg,Oral Tablet,Oral Pill,"estrogens, conjugated 0.45 MG Oral Tablet",prescription,403849,0
"Estrogens, conjugated (USP)/medroxyPROGESTERone (Oral Pill)",0.625-2.5 mg,Oral Tablet,Oral Pill,"estrogens, conjugated 0.625 MG / medroxyPROGESTERone acetate 2.5 MG Oral Tablet",prescription,1000355,0
"Estrogens, conjugated (USP)/medroxyPROGESTERone (Oral Pill)",0.625-5 mg,Oral Tablet,Oral Pill,"estrogens, conjugated 0.625 MG / medroxyPROGESTERone acetate 5 MG Oral Tablet",prescription,1000356,0
"Estrogens, conjugated (USP) (Oral Pill)",0.625 mg,Oral Tablet,Oral Pill,"estrogens, conjugated 0.625 MG Oral Tablet",prescription,310197,0
"Estrogens, conjugated (USP) (Vaginal)",0.0625%,Vaginal Cream,Vaginal,"estrogens, conjugated 0.625 MG/GM Vaginal Cream",prescription,688240,0
"Estrogens, conjugated (USP) (Oral Pill)",0.9 mg,Oral Tablet,Oral Pill,"estrogens, conjugated 0.9 MG Oral Tablet",prescription,197661,0
